id,created_at,text,sentiment,predicted_companies,valid_companies,invalid_companies
146580,2020-04-21 12:06:31+00:00,RT @AdamMancini4: I've been posting 2750 is make-or-break for $SPX and we're there now. This entire rally leg from March is controlled by a…,,VTRS;AVB;TROW;BRK.B;CCI;BLK;ESS;PSA;WELL;PNW,,VTRS;AVB;TROW;BRK.B;CCI;BLK;ESS;PSA;WELL;PNW
523432,2020-06-15 19:32:14+00:00,$NOVN .66 Target 1.47 HOLD HOLD #Stocks #Bullish #Trading #Finance #StockMarket #Investment #Million #Daytrading #like #Instadaily #Invest #Motivation #Instagood #SwingTrading #takeprofit #Watchlist #Premarket #Trader #Trading #Money #follow #business #instafollow #entrepreneur https://t.co/SnVGARfsqd,,UNH;TROW;OMC;TFC;PAYX;BLK;CI;VTRS;CCI;MDLZ,,UNH;TROW;OMC;TFC;PAYX;BLK;CI;VTRS;CCI;MDLZ
680379,2020-06-27 23:48:18+00:00,"RT @Benzinga: Amazon Buys Autonomous Driving Startup Zoox For A Reported $1B
$TSLA $AMZN
https://t.co/m92lhnfS4h",,KO;AVB;VICI;VTRS;PNW;TRMB;ESS;KDP;OMC;PAYX,,KO;AVB;VICI;VTRS;PNW;TRMB;ESS;KDP;OMC;PAYX
66372,2020-04-15 18:39:41+00:00,"$JPM 
6NC5 $3.5B 
11NC10 $2.75B 
21NC20 $1.5B 
31NC30 $2.25B

$10B...not exactly the size you see after typical post earnings issuance.",,CCI;VICI;DPZ;WEC;AVB;PNW;PEG;OMC;EQR;OKE,,CCI;VICI;DPZ;WEC;AVB;PNW;PEG;OMC;EQR;OKE
179817,2020-04-23 01:26:34+00:00,"RT @BioCentury: BioCentury aids in the ""crowdsourcing"" solution with a gateway to connect companies and researchers with the precompetitive…",,PTC;WST;UBER;LH;ITW;ESS;V;AME;KEYS;IRM,,PTC;WST;UBER;LH;ITW;ESS;V;AME;KEYS;IRM
327672,2020-05-08 02:08:40+00:00,"Nobody could have known TBH 

$ES $ES_F $SPX $SPY $QQQ $IWM $VXX $VIX $AAPL $AMZN $MSFT

https://t.co/wPkJ6nZznh",,VICI;CNP;AVB;CCI;PEG;PNW;PAYX;IVZ;DPZ;BLK,,VICI;CNP;AVB;CCI;PEG;PNW;PAYX;IVZ;DPZ;BLK
673146,2020-06-26 14:55:04+00:00,"$twtr saw $fb first, got in twtr, but could’ve held it longer..
Bought them back at prev. Resistance break. https://t.co/XS9dqM1qsf",,AVB;VICI;PAYX;CCI;MDLZ;CI;PNW;BLK;VTRS;WEC,,AVB;VICI;PAYX;CCI;MDLZ;CI;PNW;BLK;VTRS;WEC
393483,2020-06-03 23:32:55+00:00,RT @LiveSquawk: $AMZN | President Trump: Amazon Is Destroying A Lot Of Shopping Centres,,WELL;BRK.B;PCG;AVB;ROL;PHM;NFLX;NVR;AZO;DOW,,WELL;BRK.B;PCG;AVB;ROL;PHM;NFLX;NVR;AZO;DOW
282592,2020-05-05 15:55:50+00:00,$SPY $SPX $QQQ $IWM $DJI $AAPL $TSLA $FB $AMZN $GS $JPM $BAC $C $GOOGL $SPOT $XLE $BA $BABA $UVXY $LYFT $CMG #ES_F #coronavirus #COVID19 #PPPloan #smallbusiness #SmartNews https://t.co/YGSHy6Gazg,,CINF;AVB;IVZ;VICI;CNP;CCI;BLK;TFC;OMC;CI,,CINF;AVB;IVZ;VICI;CNP;CCI;BLK;TFC;OMC;CI
137561,2020-04-21 23:09:09+00:00,$MSFT 5-Star Analyst Pounds the Table on Microsoft Stock https://t.co/ptXpAtCVlJ,,VRSN;DHI;BBY;INTU;VICI;CINF;TROW;IVZ;BRK.B;ADBE,,VRSN;DHI;BBY;INTU;VICI;CINF;TROW;IVZ;BRK.B;ADBE
398682,2020-06-03 16:45:41+00:00,"RT @FusionptCapital: Check out my latest short story.

$SPX $TM https://t.co/hcbKed6Bir",,ESS;AVB;VICI;TFC;VTR;PSA;DHI;TROW;PAYX;IRM,,ESS;AVB;VICI;TFC;VTR;PSA;DHI;TROW;PAYX;IRM
57277,2020-04-14 13:07:25+00:00,RT @sanglucci: Trying not to look at these $TSLA $AMZN calls https://t.co/iANaglqDsX,,OMC;KO;VICI;MDLZ;IVZ;BRK.B;AVB;TROW;TRMB;KDP,,OMC;KO;VICI;MDLZ;IVZ;BRK.B;AVB;TROW;TRMB;KDP
472029,2020-06-09 08:11:08+00:00,$VDBA (#Vanguard Diversified Balanced Fund) is a good proxy to see how the #ASX #Superannuation funds are performing throughout this #Corona crisis.  Rebounding  strongly with +1 yr CAGR and 6% below their 52w highs.  #ASX #Investing #Stocks https://t.co/l7yXySqbj0,,TROW;TFC;V;ESS;IFF;VRSN;BBY;VTRS;GD;AME,V,TROW;TFC;ESS;IFF;VRSN;BBY;VTRS;GD;AME
232824,2020-04-28 12:19:31+00:00,"Roper Technologies $ROP Issues Q2 2020

Pre-Market Earnings Guidance https://t.co/nlwfiegUMe #stocks",,VICI;PNW;AVB;CINF;IVZ;DHI;UNH;VLTO;NVR;ESS,,VICI;PNW;AVB;CINF;IVZ;DHI;UNH;VLTO;NVR;ESS
472567,2020-06-09 06:39:49+00:00,"Adani Ports and Special Economic Zone Ld
#AdaniPort #Adani 
Recommended on 5th May 2020: at 265
CMP: 350.75
Profit at current level 32% in  24 Trading Days
#Stocktotrade #Stockstowatch #Stocks  #StocksInNews #Stocks #stockmarket #stockinfocus #StockTrading https://t.co/pwfMd14j5J",,AVB;OMC;PNW;VICI;VLTO;VTRS;DPZ;CCI;BLK;BRK.B,,AVB;OMC;PNW;VICI;VLTO;VTRS;DPZ;CCI;BLK;BRK.B
914397,2020-07-15 14:47:04+00:00,"U.S. HHS Purchases Becton Dikinson Covid-19 Rapid Test Systems

$BDX has announced that HHS will purchase 2,000 of its BD Veritor Plus Systems &amp; 750,000 SARS-CoV-2 antigen test kits
$JNJ $ABT $LLY #investment #stockmarket #warpspeed #coronavirus https://t.co/L0lR8Gbc9q https://t.co/YbKNtFcsQt",,VTR;CCI;AVB;UNH;ESS;PAYX;DHI;TFC;VLTO;VICI,,VTR;CCI;AVB;UNH;ESS;PAYX;DHI;TFC;VLTO;VICI
334452,2020-05-09 01:06:41+00:00,"RT @nessaxo617: Great week overall! Hope y’all invested wisely! 
Holding long:
$VTIQ $GILD $MRNA $NVAX $XSPA $BABA $V $TRTX $SPG $EPR $RWT…",,BBY;VTRS;CMG;V;TROW;IFF;PAYX;OMC;UBER;ALGN,V,BBY;VTRS;CMG;TROW;IFF;PAYX;OMC;UBER;ALGN
256456,2020-05-03 21:18:08+00:00,"Going Long on $USDCHF time frame 15M 💰.
#USDCHF $GILD #GILD $FX #FX $RT #RT $DOW #DOW $APPL #APPL $USOIL #USOIL $AMZN #AMZN $TSLA #TSLA $NYSE #NYSE $Nasdaq #Nasdaq $EPR #EPR $MAIN #MAIN $M #M $LTC #LTC",,VICI;BLK;IVZ;OMC;CCI;MDLZ;PNW;AVB;CNP;BRK.B,,VICI;BLK;IVZ;OMC;CCI;MDLZ;PNW;AVB;CNP;BRK.B
783712,2020-07-06 14:54:36+00:00,"[ $SPY $QQQ $IWM $SPX $NDX $RUT $AMZN $NFLX $AAPL $MSFT $BA $TSLA Stocks &amp; Option Alert  Service https://t.co/ZXTYWWzaA8 ]
.AAPL200918P330, .ABT200717C100, .BABA200717P215, .FB200710C260, .FB200717C270, .FB200717P225, .TSLA200710P1080",,CCI;AVB;VICI;DPZ;PNW;VTR;IRM;VRSN;VLTO;MTCH,,CCI;AVB;VICI;DPZ;PNW;VTR;IRM;VRSN;VLTO;MTCH
459220,2020-06-08 01:50:01+00:00,"$msft We have detected a noticeable fall in the Zeitgeist for Microsoft Corporation at  https://t.co/1YWPNOXxWq
Visit DataSwarm Markets for more information
#STOCKS #NASDAQ
DataSwarm ref: 101015",,TFC;BRK.B;VRSN;AVB;DOW;CINF;PNW;CNP;PSA;VICI,,TFC;BRK.B;VRSN;AVB;DOW;CINF;PNW;CNP;PSA;VICI
251977,2020-04-29 09:50:54+00:00,KeyCorp Weighs in on Emcor Group Inc’s Q1 2020 Earnings $EME https://t.co/Pg4JeZsS4e #stocks,,AVB;CINF;VICI;ESS;ABT;IVZ;MDLZ;PEG;VTR;PNW,,AVB;CINF;VICI;ESS;ABT;IVZ;MDLZ;PEG;VTR;PNW
576611,2020-06-19 23:34:45+00:00,"Most active stocks from today's After-hours

NYSE listed: $SPY Bank of America $BAC $XLF $BMY Vereit $VER $RF Amcor $AMCR U.S Bancorp $USB Harley-Davidson $HOG $KEMQ

NASDAQ listed: United $UAL $OAS Apple $AAPL Intel $INTC $CDEV $BBBY Allscripts $MDRX $GPOR Qualcomm $QCOM $EVOK https://t.co/L2uos4x7Qv",,VICI;PAYX;AVB;BLK;CCI;UNH;OMC;CI;PNW;IVZ,,VICI;PAYX;AVB;BLK;CCI;UNH;OMC;CI;PNW;IVZ
132687,2020-04-20 12:21:54+00:00,"#Dow once the 500B gets approve, the market will move up, let’s just keep printing money, and worry about it later $ccl $tsla $fb",,WELL;PCG;DOW;VICI;EXE;MDLZ;CI;AVB;WEC;BLK,DOW,WELL;PCG;VICI;EXE;MDLZ;CI;AVB;WEC;BLK
632545,2020-06-23 04:19:05+00:00,RT @stocktrader300: $MSFT only down 4%.,,DOW;ALB;WELL;BRK.B;ROL;TMO;AZO;LIN;NFLX;CARR,,DOW;ALB;WELL;BRK.B;ROL;TMO;AZO;LIN;NFLX;CARR
658244,2020-06-25 13:24:46+00:00,"RT @StovallCFRA: ...Using the June 19 #Moody’s Baa yield of 3.57% and the #SP500’s NTM EPS projection of $127.21, according to S&amp;P Capital…",,VICI;UNH;VLTO;DPZ;AVB;IVZ;VTRS;PNW;BRK.B;DVN,,VICI;UNH;VLTO;DPZ;AVB;IVZ;VTRS;PNW;BRK.B;DVN
936826,2020-07-16 05:02:49+00:00,"https://t.co/Pj9Gu287hf
$AMP, $ANTM, $AVB, $BRK/B, $ECL, $HD, $HUM, $LH, $MCD   to Calls_For_Scalp_Very_Risky ($SL 20%).] https://t.co/O6wkep5G2a =",,CCI;VICI;AVB;EQR;VLTO;CNP;ABT;IVZ;EXE;DPZ,AVB,CCI;VICI;EQR;VLTO;CNP;ABT;IVZ;EXE;DPZ
160819,2020-04-22 11:44:25+00:00,Communication Services Stocks Moving In Wednesday's Pre-Market Session: $CETV $EROS $FB $GCI $LTRPB $PINS $SNAP $TWTR $VEON $YNDX #MarketUpdate https://t.co/YRVfm8Ro1r,,VICI;CCI;VTRS;DPZ;AVB;OMC;PNW;VRSN;UNH;TFC,,VICI;CCI;VTRS;DPZ;AVB;OMC;PNW;VRSN;UNH;TFC
629673,2020-06-23 11:57:38+00:00,"RT @DeItaOne: $AAPL DECISION TO TRANSITION AWAY FROM INTEL'S CHIPS IN THE MAC IS ""CLEARLY A NEGATIVE FOR INTEL, BOTH FINANCIALLY AND REPUTA…",,WELL;HAL;LIN;PHM;ROL;ALB;AZO;MAA;NFLX;EXR,,WELL;HAL;LIN;PHM;ROL;ALB;AZO;MAA;NFLX;EXR
393224,2020-06-02 00:12:14+00:00,Chevron Co. $CVX Given Consensus Rating of “Buy” by Analysts https://t.co/PMHngZHktW,,V;IFF;BBY;PTC;UBER;LKQ;TFC;VRSN;KDP;TROW,,V;IFF;BBY;PTC;UBER;LKQ;TFC;VRSN;KDP;TROW
778604,2020-07-06 20:11:21+00:00,RT @Michael___Hunt: $AMZN Wish I’d gone bigger but thank you @Bachus24 for twisting my arm into finally joining you on these.  Better late…,,BBY;UBER;MCD;IFF;TFC;AVY;TROW;CMG;AZO;HPQ,,BBY;UBER;MCD;IFF;TFC;AVY;TROW;CMG;AZO;HPQ
525506,2020-06-15 17:25:02+00:00,"$SPX TF 15 Min Update.
llegando al objetivo 📈🙂 https://t.co/FGl6hEK8mi",,VICI;AVB;CCI;ESS;VTRS;VTR;PNW;OMC;VRSN;DPZ,,VICI;AVB;CCI;ESS;VTRS;VTR;PNW;OMC;VRSN;DPZ
292420,2020-05-06 19:39:49+00:00,"RT @TAtrades: $SPY $SPX

That was quick https://t.co/SEXveecau4",,VTR;AVB;VICI;IRM;VTRS;ESS;VRSN;CCI;PAYX;ABT,,VTR;AVB;VICI;IRM;VTRS;ESS;VRSN;CCI;PAYX;ABT
756079,2020-07-02 08:41:38+00:00,RT @BlackBoxStocks: Our BlackBox Options Alerts on PUTs and Rapid Decline Alerts are the way our community of traders Stay Green in this Vo…,,TROW;UBER;IRM;KO;BRK.B;IFF;HPQ;V;PTC;TFC,,TROW;UBER;IRM;KO;BRK.B;IFF;HPQ;V;PTC;TFC
200618,2020-04-25 06:43:05+00:00,"Top 10 #stocks from ""MyList"", returning &gt;35%, year after year after year https://t.co/64MhpbzxvO",,TROW;BRK.B;OMC;ROL;BBY;BLK;CINF;CVX;VTRS;LEN,,TROW;BRK.B;OMC;ROL;BBY;BLK;CINF;CVX;VTRS;LEN
900538,2020-07-14 12:51:50+00:00,"$XLY still outperforming $XLP - Thoughts for today as $SPX $SPY futures pullback from overnight highs.  
 
https://t.co/4At46e0DjR https://t.co/z94fm5PM7l",,V;IVZ;CNP;TROW;BBY;VTRS;ABT;SNPS;PNW;VICI,,V;IVZ;CNP;TROW;BBY;VTRS;ABT;SNPS;PNW;VICI
584383,2020-06-19 14:41:48+00:00,"Stock moving analyst reports from this today

Goldman Sachs downgraded Slack $WORK to sell
Wells Fargo kept buy on Micron $MU
Macquarie upgraded $FOX to neutral
Gordon Haskett kept buy Wayfair $W
Jefferies kept buy on Apple $AAPL
Bank of America kept underweight on At Home $HOME",,NFLX;BLK;NVR;ROL;GOOG;GOOGL;DOW;AZO;UBER;OMC,,NFLX;BLK;NVR;ROL;GOOG;GOOGL;DOW;AZO;UBER;OMC
164756,2020-04-22 00:59:23+00:00,"RT @Prakashplutus: Nifty Outlook : Nifty is  having strong support at 8670. Nifty is having resistance at 9380-9350 zone.

Range : 8670-935…",,V;IRM;GD;IFF;PTC;BBY;LKQ;AME;TFC;UBER,,V;IRM;GD;IFF;PTC;BBY;LKQ;AME;TFC;UBER
75825,2020-04-15 05:13:45+00:00,$1.45 Billion in Sales Expected for Regions Financial Corp $RF This Quarter https://t.co/NJHsgdGKpA #stocks,,VICI;CCI;UNH;PNW;OMC;AVB;VLTO;TFC;VTRS;DHI,,VICI;CCI;UNH;PNW;OMC;AVB;VLTO;TFC;VTRS;DHI
744632,2020-07-02 22:00:54+00:00,RT @UPBOptionMil: Some of todays most active stock options 5.11.20  $DB $BYND $AAPL $TLRY $CSCO $AMD https://t.co/I0QmPCpyDC,,AVB;VICI;OMC;BBY;TFC;BLK;DHI;VTRS;TROW;IFF,,AVB;VICI;OMC;BBY;TFC;BLK;DHI;VTRS;TROW;IFF
344274,2020-05-28 12:23:19+00:00,RT @SeekingAlpha: $ALK - Alaska Air Group: The Rally Is Just Getting Started. https://t.co/dCTbaPQm73 #markets #finance #stocks,,VRSN;ESS;VTRS;UNH;TFC;LKQ;OMC;BBY;TROW;IRM,,VRSN;ESS;VTRS;UNH;TFC;LKQ;OMC;BBY;TROW;IRM
367113,2020-05-31 16:20:17+00:00,How high you think $VISL will jump with all this great news this week? $visl $mark $tsla $amzn $aal $ual,,KO;TROW;BRK.B;PNW;MDLZ;GD;V;UBER;OMC;KDP,V,KO;TROW;BRK.B;PNW;MDLZ;GD;UBER;OMC;KDP
21946,2020-04-11 19:47:22+00:00,Neither @Fidelity @TDAmeritrade nor @etrade appear to allow you to add next expected earnings report date to a customized watch list. Isn’t that important to know so you’ll remember to go review the report? #stocks #investing,,KO;TFC;TROW;NVR;BBY;BRK.B;PSA;DHI;ROL;OMC,,KO;TFC;TROW;NVR;BBY;BRK.B;PSA;DHI;ROL;OMC
441954,2020-06-07 16:46:16+00:00,"$DIS chart request

Long over 128 for a move to 134. Short under 122

Levels: 122, 128, 134 

 #charts #stockmarket https://t.co/OXrThsbihE",,ABT;CCI;AVB;TFC;VTRS;PNW;IVZ;VICI;BRK.B;APA,,ABT;CCI;AVB;TFC;VTRS;PNW;IVZ;VICI;BRK.B;APA
923628,2020-07-15 01:08:09+00:00,@EyeoftheStormZ I thought I was being cute with $JPM 7/17 lol,,WELL;AVB;BLK;VTR;MDLZ;TXT;VICI;DOW;BRK.B;BSX,,WELL;AVB;BLK;VTR;MDLZ;TXT;VICI;DOW;BRK.B;BSX
319136,2020-05-08 18:39:09+00:00,RT @NorthmanTrader: $SPX much more optimistic than the Baltic Dry Index. https://t.co/YCEIFMnuZy,,V;PTC;VRSN;BBY;UBER;SMCI;AME;ALGN;HPQ;IFF,,V;PTC;VRSN;BBY;UBER;SMCI;AME;ALGN;HPQ;IFF
129668,2020-04-20 15:33:25+00:00,RT @PaulJSingh: Let's take a look at the #Coronavirus watchlist $NFLX $ZM $MRNA $BABA $AMZN https://t.co/davzLjxN5l,,AVB;CCI;VRSN;VICI;TFC;OMC;IRM;VTR;VTRS;PNW,,AVB;CCI;VRSN;VICI;TFC;OMC;IRM;VTR;VTRS;PNW
272282,2020-05-04 08:07:15+00:00,"RT @topdowncharts: Charts from the weekly surveys by @Callum_Thomas -- ""Fundamentals"" sentiment remains deeply bearish, meanwhile technical…",,WELL;ROL;LIN;NFLX;HAL;AZO;PHM;IRM;EXR;CARR,,WELL;ROL;LIN;NFLX;HAL;AZO;PHM;IRM;EXR;CARR
246982,2020-04-29 16:02:14+00:00,@TheStreet But $amzn isn’t stretched tho,,BRK.B;MDLZ;BLK;VICI;WELL;CHD;DOW;TXT;ROL;OMC,,BRK.B;MDLZ;BLK;VICI;WELL;CHD;DOW;TXT;ROL;OMC
868961,2020-07-12 05:33:22+00:00,"We realise again a warning bell on #vipindustries .Mark our words you will remember us on #Q1FY2021 results ‼️

#komalsecurities #pms #nse #bse #sensex #nifty #sip #mutualfunds #sipkaro #nifty50 #stocks #downfall #downtrend",,BRK.B;BLK;OMC;TFC;DOW;TROW;CINF;NVR;IVZ;ROL,,BRK.B;BLK;OMC;TFC;DOW;TROW;CINF;NVR;IVZ;ROL
554071,2020-06-17 16:39:53+00:00,Entergy $ETR Price Target Raised to $102.00 at Morgan Stanley https://t.co/f3rZcmkAta #stocks,,V;VTRS;UNH;ABT;ESS;CCI;LKQ;VRSN;PNW;VLTO,,V;VTRS;UNH;ABT;ESS;CCI;LKQ;VRSN;PNW;VLTO
925548,2020-07-16 21:15:54+00:00,"Looks like $DIS investors don't know how to think about the $NFLX results when applied to $DIS. $NFLX EPS added to $DIS pre-c19 EPS would yield $3 EPS, excluding growth in EPSN and HULU. $DIS EPS &gt; $5 in the next few years?",,VICI;DOW;PNW;AVB;MTCH;VLTO;CCI;VTRS;PAYX;CNP,,VICI;DOW;PNW;AVB;MTCH;VLTO;CCI;VTRS;PAYX;CNP
452259,2020-06-08 16:03:02+00:00,Valneva announces HSR clearance for Lyme vaccine collaboration with Pfizer $PFE https://t.co/6Pkhlq40P1,,VTRS;AVB;ESS;PAYX;CCI;UNH;PNW;TMO;VICI;BSX,,VTRS;AVB;ESS;PAYX;CCI;UNH;PNW;TMO;VICI;BSX
330581,2020-05-09 16:55:08+00:00,"RT @realstock100: #ODX.About to get very interesting. At home test imminent.
#AIM.#investing.#stocks.#stocktips.
. https://t.co/wW4kcmL7IE",,VRSN;TROW;V;ESS;TFC;IFF;PTC;ALGN;PAYX;DHI,,VRSN;TROW;V;ESS;TFC;IFF;PTC;ALGN;PAYX;DHI
376032,2020-06-01 14:16:11+00:00,$amzn 2400/2395 june 5,,CCI;AVB;DPZ;EQR;VICI;PNW;WEC;APA;OKE;CI,,CCI;AVB;DPZ;EQR;VICI;PNW;WEC;APA;OKE;CI
724604,2020-06-30 05:21:03+00:00,"ING - PostNL/Every day is Christmas/BUY: We reiterate our BUY rating and raise our SOTP-based TP from €2.75 to €3.25, driven by the strong profit upgrade for 2020. The significant positive impact from Covid-19 on the Parcels business… https://t.co/t4ldp1bfd3 #equity #stocks",,V;PTC;LH;KEYS;GEV;GD;BBY;INTC;JKHY;XYL,,V;PTC;LH;KEYS;GEV;GD;BBY;INTC;JKHY;XYL
914559,2020-07-15 14:39:23+00:00,"RT @ukarlewitz: Shorter term, one-month $CPCE back in territory where $SPX can go higher but has, in the past, always given those gains (an…",,ITW;UBER;MCD;V;KO;IFF;TROW;IRM;DOW;BRK.B,,ITW;UBER;MCD;V;KO;IFF;TROW;IRM;DOW;BRK.B
664123,2020-06-26 23:31:54+00:00,RT @SJosephBurns: Coca-Cola pauses advertising on all social media platforms globally: @CNBC $KO $FB $TWTR $SNAP,,AVB;WELL;BLK;OMC;ESS;KO;UBER;VTR;VICI;MDLZ,KO,AVB;WELL;BLK;OMC;ESS;UBER;VTR;VICI;MDLZ
109048,2020-04-18 23:13:02+00:00,"RT @gilbertchang: Comparing 5 of my fav gurus' portfolio &amp; counted the number of times these stocks appear :
$AMZN 4x
$SHOP 4x
$FB 3x
$SQ 3…",,BRK.B;TROW;VICI;BLK;KO;OMC;MDLZ;CINF;LEN;ROL,,BRK.B;TROW;VICI;BLK;KO;OMC;MDLZ;CINF;LEN;ROL
809091,2020-07-08 19:33:46+00:00,Enzo Biochem Sees Unusually High Options Volume $ENZ https://t.co/zIDZYwEsVq #stocks,,IRM;IFF;ROL;TROW;VRSN;TFC;LKQ;OMC;PSA;KO,,IRM;IFF;ROL;TROW;VRSN;TFC;LKQ;OMC;PSA;KO
812931,2020-07-08 15:39:44+00:00,$TWTR Soooo we did a thing... integration coming soon! Testing it now with a small account.. I 💖it!!! So much faster! #BlackBoxStocks #trading #DayTrading #stocks #StockMarket #WallStreet #money ⬛️✅💖💯 @BlackBoxStocks @Blackboxten https://t.co/Evet0055oe,,TROW;V;TFC;VTRS;ALGN;PAYX;IFF;BBY;BLK;ESS,,TROW;V;TFC;VTRS;ALGN;PAYX;IFF;BBY;BLK;ESS
814765,2020-07-08 14:03:46+00:00,"RT @TicTocTick: If on November 3rd 2020, emini S&amp;P500 is not 2315 or lower, I will do one of these 2 things: 

1. Delete my account on twit…",,VTRS;OMC;AVB;PNW;CCI;VTR;DPZ;ABT;BSX;SNPS,,VTRS;OMC;AVB;PNW;CCI;VTR;DPZ;ABT;BSX;SNPS
662703,2020-06-25 02:38:11+00:00,"RT @Reveretrading: June 25 Plan 📌
 
*Click on Picture to Expand* 

Please like or share, feedback is appreciated.

https://t.co/LnciJRJGv5…",,TFC;VRSN;ESS;TROW;PSA;VTRS;IFF;ERIE;AVB;BBY,,TFC;VRSN;ESS;TROW;PSA;VTRS;IFF;ERIE;AVB;BBY
288713,2020-05-05 02:40:59+00:00,RT @davidsettle42: 05/04/20 - View today's #MarketOutlook from @Market_Scholars here: https://t.co/1wyDs6nN3M Discussed: $SPY $IWM $EEM $EF…,,VICI;IVZ;CINF;CNP;AVB;PEG;MDLZ;EXE;VTRS;BRK.B,,VICI;IVZ;CINF;CNP;AVB;PEG;MDLZ;EXE;VTRS;BRK.B
398204,2020-06-03 17:14:47+00:00,RT @JPierceA: This is the greatest 50-day rally in the history of the S&amp;P 500 :::: #Trade #Tariffs #InterestRates #DowJones #Nasdaq #Invest…,,TROW;VTRS;V;BRK.B;BLK;OMC;GD;UBER;PAYX;BBY,,TROW;VTRS;V;BRK.B;BLK;OMC;GD;UBER;PAYX;BBY
678341,2020-06-26 05:24:30+00:00,RT @FreeShyloNow: @TNOutdoorsDude $SPX yesterday and today's sessions https://t.co/fluMpM8VjW,,VRSN;TFC;IRM;VTRS;AVB;IFF;PNW;ESS;VTR;VICI,,VRSN;TFC;IRM;VTRS;AVB;IFF;PNW;ESS;VTR;VICI
129493,2020-04-20 15:45:23+00:00,"@mrmerdle Hmmm, sounds like someone is short $AMZN",,KO;BSX;BRK.B;AVB;DOW;IRM;PAYX;ALGN;IFF;ROL,,KO;BSX;BRK.B;AVB;DOW;IRM;PAYX;ALGN;IFF;ROL
93062,2020-04-16 00:45:15+00:00,"Some inside days to keep an eye on tomorrow $AAPL, $MSFT, $NVDA, $COST, $QQQ, $XLP",,MDLZ;AVB;VICI;DPZ;CI;RL;CHD;BLK;ABT;KO,,MDLZ;AVB;VICI;DPZ;CI;RL;CHD;BLK;ABT;KO
834343,2020-07-09 09:54:37+00:00,RT @WarriorTrading: JPM Coin Has a Timeline And It Could Benefit the Stock Market: https://t.co/dPikt0gHcs | $JPM #Daytrading #Stocks #Stoc…,,V;UBER;PTC;BBY;VTRS;IFF;CMG;GD;TROW;LKQ,,V;UBER;PTC;BBY;VTRS;IFF;CMG;GD;TROW;LKQ
196367,2020-04-25 20:00:09+00:00,RT @PSuiteNetwork: Anything Produced in China and South Korea Until the Power Struggle is Resolved. #Trump #Pence #Coronavirus #Covid19 #Co…,,BRK.B;PNW;AVB;DOW;WELL;TFC;PCG;WEC;CNP;IRM,,BRK.B;PNW;AVB;DOW;WELL;TFC;PCG;WEC;CNP;IRM
37462,2020-04-13 17:00:13+00:00,"Agnes projected $BWA would out-perform the #SPX500, it outperformed the #SPX500 by 1.01%, Did you outperform the #SPX500 with it? Join Agnes today https://t.co/X1uPpOoTSZ $INV/$ENIX",,UNH;VTRS;OMC;BLK;PEG;VRSN;CNP;IVZ;V;PNW,,UNH;VTRS;OMC;BLK;PEG;VRSN;CNP;IVZ;V;PNW
164953,2020-04-22 00:29:44+00:00,"Get further updates in 78 instrument, take 14 days FREE Trial and have access to #Elliottwave chart, live trading room, and more https://t.co/LYdmvtgbvD  #trading #elliottwave #Forex #Commodities #Indices #Stocks #ETFs https://t.co/Tl3RFAC6hU",,TFC;VRSN;CCI;AVB;DHI;ABT;SLB;VICI;OMC;IFF,,TFC;VRSN;CCI;AVB;DHI;ABT;SLB;VICI;OMC;IFF
646932,2020-06-24 06:29:40+00:00,RT @Complete_Trades: My profits for today.  #StockMarket #DayTrading #trading #Finance #financialfreedom #stocks https://t.co/q2CSdpUVjO,,TROW;IVZ;PAYX;MDLZ;OMC;CINF;CI;BRK.B;VTRS;BLK,,TROW;IVZ;PAYX;MDLZ;OMC;CINF;CI;BRK.B;VTRS;BLK
341897,2020-05-28 14:41:05+00:00,@TicTocTick 3133 $SPX is my level but my math could be wonky.  Let’s see how this pays out.,,AVB;TFC;IRM;ESS;WELL;BSX;PNW;EXE;VTRS;BRK.B,,AVB;TFC;IRM;ESS;WELL;BSX;PNW;EXE;VTRS;BRK.B
118621,2020-04-19 18:18:24+00:00,"RT @HedgeyeDJ: In 2019, companies in the SP500 bought back $803 billion in stock. And as a result of draining the rainy day fund to goose C…",,WELL;ROL;PHM;AVB;NFLX;BRK.B;BLK;NVR;GOOG;GOOGL,,WELL;ROL;PHM;AVB;NFLX;BRK.B;BLK;NVR;GOOG;GOOGL
3083,2020-04-09 18:54:35+00:00,Stocks lose steam in the afternoon trading -- $INTC $NVDA $AVGO $QCOM $FB $TWTR $MU $GE,,WELL;LIN;ALB;DOW;NFLX;AZO;CARR;ROL;HAL;GOOG,,WELL;LIN;ALB;DOW;NFLX;AZO;CARR;ROL;HAL;GOOG
848365,2020-07-10 13:21:33+00:00,"@kyee Sold full position in $WM yesterday and added to $ZM, $SQ, $MA, $CRWD, and $SEDG.",,AVB;CCI;MDLZ;CHD;VICI;UNH;PAYX;BLK;CI;APA,,AVB;CCI;MDLZ;CHD;VICI;UNH;PAYX;BLK;CI;APA
367779,2020-05-31 13:55:46+00:00,"RT @leadlagreport: U.S. equities $SPY has finally broken above the 3,000, which has served as resistance over the last few weeks. All 50 st…",,BRK.B;BLK;PAYX;OMC;CI;MDLZ;VTRS;TROW;DOW;AVB,,BRK.B;BLK;PAYX;OMC;CI;MDLZ;VTRS;TROW;DOW;AVB
